Numero de producto;Nombre de producto;Unidad de medida de ventas;Nombre Grupo
5000089;BOQUILLA OMEGA DOBLE FILO;Und;REPUESTOS HOT MELT
5000092;BUJE SEPARADOR CORTO;Und;REPUESTOS FILM MIMA
5000093;BUJE SEPARADOR LARGO;Und;REPUESTOS FILM MIMA
5001368;CAP,FILTER,BF HEAD FILTER FOR HOT MELT ADHES;Und;REPUESTOS HOT MELT
5000094;CABEZA 8 PUERTOS;Und;REPUESTOS HOT MELT
5000095;CABEZA SLOT 1-DM;Und;REPUESTOS HOT MELT
3000251;FOSFATION 16 x 10 KGS;Und;FOSFATOS FABRICADOS
5000096;CABEZA UFD 6 PUERTOS;Und;REPUESTOS HOT MELT
5000097;CABINA DE PINTURA MANUAL CLASICA-BYCSA;Und;REPUESTOS FINISHING
5000098;CABLE DE ENSAMBLE MELTEX;Und;REPUESTOS HOT MELT
5000600;SOPORTE DE ELECTRODO CPL.RSD.;Und;REPUESTOS FINISHING
3000009;ACIDO CLORHIDRICO 20% X 1 LT;LTS;REACTIVOS
3001518;DESENGRASANTE MANOS x 60 ML (MSVC);Und;LINEA DESINFECTANTES
5000235;EPDM GASKET 208 465x60x10 MM;Und;RPTO LINEA GALVANICA
5000237;EQ.APLICADOR PINTURA MPS CON PISTOLA PG;Und;EQUIPOS FINISHING
3000448;OPTIUM SAE  5W 30 SN x 05 GAL;Und;LUBRICANTES FABRICAD
5000103;CALENTADOR;Und;REPUESTOS HOT MELT
5000241;EQUIPO GEMA OPTIFLEX 1F DESENSAMBLES;Und;EQUIPOS FINISHING
5000104;CALENTADOR;Und;REPUESTOS HOT MELT
5000243;EQUIPO GEMA POLVO K-EASY-1F DEMOSTRACIO;Und;EQUIPOS FINISHING
5001387;KIT FILTRO SOLENOIDE;Und;REPUESTOS HOT MELT
3000607;STANYOL 652 x 25 KGS;Und;ADITIVOS FABRICADOS
3000816;SULFATO DE ESTA�O;kgs;SALES
5000106;CALENTADOR  CTRL=THERMS;Und;REPUESTOS HOT MELT
5000107;CALENTADOR 100W,240V. 10X60;Und;REPUESTOS HOT MELT
5000108;CALENTADOR 12,5X33MM. 240W;Und;REPUESTOS HOT MELT
5000109;CALENTADOR 12,5X55MM. 240W;Und;REPUESTOS HOT MELT
3000608;STANYOL PASS LE x 05 GAL;Und;ADITIVOS FABRICADOS
5000111;CALENTADOR UFD 4 PUERTOS;Und;REPUESTOS HOT MELT
5000254;"FILTER BAG # 4 100 MICRON (L = 34"""")";Und;RPTO LINEA GALVANICA
5000175;CONEXION MANGUERA;Und;REPUESTOS FINISHING
3001241;BRONCE BLANCO ABRILLANTADOR BR-80 x 04 Kg;Und;ADITIVOS FABRICADOS
3000609;STANYOL PASS x 04 KGS;Und;ADITIVOS FABRICADOS
5000112;CANON CPL PG1/RSD;Und;REPUESTOS FINISHING
3000450;OPTIUM SAE 15W 40 API CI4 PLUS x 01 GAL;Und;LUBRICANTES FABRICAD
AF1540M0011;MINIMULA CABEZOTE WLW 622;;COSTOS Y GASTOS NO INVENTARIABLES
5000114;CA�ON PLANO NF26;Und;REPUESTOS FINISHING
3001332;ELITE MOTOBIKE 4T 20W50 JASO MA X 1/4 GAL;Und;LUBRICANTES GOODYEAR
3000215;CUABYC AC PARTE B x 20 KGS;Und;ADITIVOS FABRICADOS
5000118;CARTUCHO ACTIV CARBON 5 MICRAS 10 PULGA;Und;RPTO LINEA GALVANICA
5001013;WASHER THRUST 1500, INLET;Und;RPTO LINEA GALVANICA
5000119;CARTUCHO PAPEL FILTRO;Und;RPTO LINEA GALVANICA
5000121;CARTUCHO POLIPROPILENO 5 MICRAS 10 PULG;Und;RPTO LINEA GALVANICA
5001388;ADAPTOR CONN DCL DYNATEC;Und;REPUESTOS HOT MELT
5000275;FOTOCELDA;Und;REPUESTOS FILM MIMA
5000200;DISCOS CARBO-PACK BOMBA 2500 DELGADO;Und;RPTO LINEA GALVANICA
5000276;FRONT SHIELD COMPLETE;Und;REPUESTOS FINISHING
3000955;VICAFIL N2 X 25 KGS;Und;JABONES TREFILACION
3000477;OPTIUM TERM B-90 x 05 GAL;Und;LUBRICANTES FABRICAD
5000124;CARTUCHOS CARBON EN BLOQUE REF.CB1005;Und;RPTO LINEA GALVANICA
5000280;FUSIBLE 6.3A, MET, 5MMX20MM;Und;REPUESTOS HOT MELT
5000125;CARTUCHOS CARBON PEQUE�O;Und;RPTO LINEA GALVANICA
5000127;CASCADA (NEGATIVA)CPL OPTISELECT GM02;Und;REPUESTOS FINISHING
3000610;STANYOL PASS x 05 GAL;Und;ADITIVOS FABRICADOS
5000284;GRAPA PH;Und;REPUESTOS FINISHING
3001320;LIMPIA JUNTAS x 20 LITRO;Und;LINEA DESINFECTANTES
5000412;OPTIFLOW IG06 POWDER INJECTOR COMPLETE;Und;REPUESTOS FINISHING
3001526;BRONCE TIN BALANCER X 4 KG;Und;ADITIVOS FABRICADOS
3000452;OPTIUM SAE 15W 40 API CI4 PLUS x 55 GL;Und;LUBRICANTES FABRICAD
5000129;CBL ASY MICRO HD N 240V;Und;REPUESTOS HOT MELT
5000130;CELDA HULL 267 CON AGITACION POR AIRE;Und;RPTO LINEA GALVANICA
5000131;CELDA HULL EN PORCELANA DE 267 ML;Und;RPTO LINEA GALVANICA
5000293;HD,ULTRA,8PT,DCL,240V 200 mm, 15 MESH;Und;REPUESTOS HOT MELT
3001288;ELITE CAR EXPERT 20W50 SN x 01 GAL;Und;LUBRICANTES GOODYEAR
5000133;CENTER BUSHING COVER 2500-10 MM PP;Und;RPTO LINEA GALVANICA
3000611;STANYOL PASS x 20 KGS;Und;ADITIVOS FABRICADOS
3000233;EDTA 0.01 N x LITRO;LTS;REACTIVOS
3000614;STRIPPEX 120 x 10 KGS;Und;ADITIVOS FABRICADOS
5000300;IMPELLER ASSEMBLY 20W PP/SIC;Und;RPTO LINEA GALVANICA
5000134;CENTER POST 0620, PP -E;Und;RPTO LINEA GALVANICA
3001519;SHAMPOO TAPICERIA HOGAR x 60 ML (MSVC);Und;LINEA DESINFECTANTES
3000928;SERVICIOS DE ANALISIS LABORATORIO;Und;ADITIVOS FABRICADOS
7000147;ENVASE POTE 2 KG PEAD;Und;ENVASES  Y EMPAQUES
5000308;INSUL PISTON MANIFOLD;Und;REPUESTOS FINISHING
5000146;CG09 MAINBOARD KPL;Und;REPUESTOS FINISHING
5000147;CHIPS CERAMICA A 20X20;KGS;RPTO LINEA GALVANICA
3001520;DESINFECTANTE DE FRUTAS Y VERDURAS x 60 ML (MSVC);Und;LINEA DESINFECTANTES
3001330;BYC CLEAN FELT x 20 KG;Und;LINEA DE PAPEL
5000312;INYECTOR PL 1-V;Und;REPUESTOS FINISHING
3000453;OPTIUM SAE 15W 40 API CI4 ROJO x 05 GAL;Und;LUBRICANTES FABRICAD
5000149;CHIPS MOLETAS PLAST.JA 12-K;Kg;RPTO LINEA GALVANICA
5000150;CHIPS MOLETAS PLAST.JC-20 K;Kg;RPTO LINEA GALVANICA
5000849;RADIAL GASKET GM 02;Und;REPUESTOS FINISHING
3001529;ROLLO MANUAL 12.5x15x250 BYCSA;Und;ROLLOS FABRICADOS
5000152;CHIPS MOLETAS PLAST.JC-38 K;Kg;RPTO LINEA GALVANICA
5000155;CLAMP LARGE SS (ABRAZADERA);Und;RPTO LINEA GALVANICA
5000156;CLAMP LARGE WITH HANDLE SS(ABRAZADERA C;Und;RPTO LINEA GALVANICA
3000731;VICAFIL SP 1360 x 13.6 KGS;Und;JABONES TREFILACION
5000160;CONECTING PIECE CARTRIDGE;Und;RPTO LINEA GALVANICA
3000180;CLING 12 PULG. CN x 0600 MTS;Und;ECOBYC CLING FILM
5001052;ADHESIVO HOT MELT RY15113;Kg;ADHESIVOS
5000163;CONECTO FITTING;Und;REPUESTOS HOT MELT
5000165;CONECTOR ACOPLE;Und;REPUESTOS HOT MELT
5000166;CONECTOR ACOPLE MELTEX;Und;REPUESTOS HOT MELT
5000847;GUN CABLE CPL GA 02 20 MET;Und;REPUESTOS FINISHING
3001287;ELITE CAR EXPERT 20W50 SN x 1/4 GAL;Und;LUBRICANTES GOODYEAR
3000700;UNICKLAT 2006 LE x 05 GAL;Und;ADITIVOS FABRICADOS
5000167;CONECTOR BLANCO MELTEX;Und;REPUESTOS HOT MELT
5000168;CONECTOR ENSAMBLE;Und;REPUESTOS HOT MELT
3001308;BLANQUEADOR DESINFECTANTE BYC x 20 LITRO;Und;LINEA DESINFECTANTES
5000169;CONECTOR HEMBRA;Und;REPUESTOS HOT MELT
3000454;OPTIUM SAE 15W 40 API CI4 x 01 GAL;Und;LUBRICANTES FABRICAD
3000024;ADHEMAX ACTIVADOR SF-E x 5 KGS;Und;ADITIVOS COMERCIALIZ
AF1540M0012;MINIMULA REMOLQUE S48245;;COSTOS Y GASTOS NO INVENTARIABLES
5000171;CONECTOR MELTE INSERT;Und;REPUESTOS HOT MELT
5000344;LIMPIADOR TANGIT M PARA PVC;Und;REPUESTOS FINISHING
5000346;LUSTRE DE PTFE 500 ML;Und;REPUESTOS FINISHING
5000172;CONECTOR RECEPTOR HEMBRA MELTEX;Und;REPUESTOS HOT MELT
5000174;CONEXION DEL AIRE DE LIMPIEZA;Und;REPUESTOS FINISHING
5000769;TUBO DEL POLVO COMPLETO;Und;REPUESTOS FINISHING
5000177;CONNECTIONPIECE D32/24,5,PP;Und;RPTO LINEA GALVANICA
5000418;ORING 011,70 DURO VITO;Und;REPUESTOS HOT MELT
3000242;FENOLFTALEINA AL 1% X 250 C.C.;CC3;REACTIVOS
5000179;COVER CHAMBER 1040/1500, PP;Und;RPTO LINEA GALVANICA
5000180;COVER CHAMBER 1040-1500 PP;Und;RPTO LINEA GALVANICA
3000456;OPTIUM SAE 15W 40 API CI4 x 55 GAL;Und;LUBRICANTES FABRICAD
5001317;PIEZA 3 SOPORTE RAMPA (PLATINA 6�1250�74);Und;REPUESTOS FILM MIMA
5000183;CUERPO DE PISTOLA GM03;Und;REPUESTOS FINISHING
3001554;ROLLO MANUAL 30x12x150 BYCSA;Und;ROLLOS FABRICADOS
5000360;MANGUERA PNEUMATICA;Mts;REPUESTOS FINISHING
5000184;CUTWATER 3,5N, PP;Und;RPTO LINEA GALVANICA
5000363;MANGUERA POLVO D20/12 PVC;Mts;REPUESTOS FINISHING
5000185;CUTWATER 4.0N/4.0W, PP;Und;RPTO LINEA GALVANICA
3000701;UNICKLAT 2006 x 01 GAL;Und;ADITIVOS FABRICADOS
3000297;HUMECTANTE NI M x 25 KGS;Und;ADITIVOS FABRICADOS
5000368;MANGUITO;Und;REPUESTOS FINISHING
5000189;DEFLECTOR D.50;Und;REPUESTOS FINISHING
5000190;DIAPHRAMAG MANED MEFIAG EPDM;Und;RPTO LINEA GALVANICA
5000191;DIK 1040/1500, SS;Und;RPTO LINEA GALVANICA
5000193;DISC FILTER 0620 PP;Und;EQP LINEA GALVANICA
3000953;INTERESES COBRADOS A CLIENTES;Und;OTROS INGRESOS
5000389;MICROACTIVE SWITCH;Und;REPUESTOS FILM MIMA
5000498;POTENCIOMETRO;Und;REPUESTOS FILM MIMA
7000133;ETIQUETA LIMPIA JUNTAS;Und;ENVASES  Y EMPAQUES
5000198;DISCOS CARBO-PACK BOMBA 2200;Und;RPTO LINEA GALVANICA
5001223;O-RING;Und;REPUESTOS FINISHING
5001225;O-RING;Und;REPUESTOS FINISHING
5000199;DISCOS CARBO-PACK BOMBA 2500;Und;RPTO LINEA GALVANICA
5000201;DISCOS CARBO-PACK BOMBA 2500 R;Und;RPTO LINEA GALVANICA
7000134;ETIQUETA LIMPIA VIDRIOS;Und;ENVASES  Y EMPAQUES
3000703;UNICKLAT 2006 x 55 GAL;Und;ADITIVOS FABRICADOS
5000203;DISCOS PAPEL FILTRO CARBON 0620;Und;RPTO LINEA GALVANICA
5000206;DISCOS PAPEL FILTRO CARTON 2500;Und;RPTO LINEA GALVANICA
5000527;REBUILD KIT, IPP VALVES;Und;REPUESTOS HOT MELT
3001549;ROLLO MANUAL 12.5x12x200 BYCSA;Und;ROLLOS FABRICADOS
5000209;DISCOS POLIESTER 10 X 15;Und;RPTO LINEA GALVANICA
5000753;JUNTA GA 01;Und;REPUESTOS FINISHING
3001068;BYC CATION ATC  x  20 KGS;Und;LINEA DE PAPEL
5000590;SLIP TRACK;Und;REPUESTOS FILM MIMA
5000216;DISTANCE RING MP-5 (BOMBA MMP 5/PP);Und;RPTO LINEA GALVANICA
5000217;DOSIFICADORA DC - 1;Und;EQP LINEA GALVANICA
5000218;DOSING PUMP;Und;EQP LINEA GALVANICA
5000219;DRAIN PLUG/O-RING 1040/1500, PP;Und;RPTO LINEA GALVANICA
5000220;DYNAMELT 10 KGS NUEVA GENERACION (FAMIL;Und;EQUIPOS HOT MELT
5000973;SHAFT;Und;REPUESTOS FILM MIMA
3000458;OPTIUM SAE 15W 40 SJ x 01 GAL;Und;LUBRICANTES FABRICAD
5000222;EJE METALICO MOTOR;Und;REPUESTOS FILM MIMA
5000223;EJE METALICO RUEDA;Und;REPUESTOS FILM MIMA
5000224;"ELBOW JOINT D08-1/4""";Und;REPUESTOS FINISHING
5000410;OPTI FLEX AS07-4G;Und;EQUIPOS FINISHING
5000411;OPTIFLEX 2R2 BASE KIT;Und;EQUIPOS FINISHING
3000552;ROLLO MANUAL 45x17x450 BYCSA;Und;ROLLOS FABRICADOS
5000225;"ELBOW SCREW CONNECTION 1/8"""" A-1/8""""A";Und;REPUESTOS FINISHING
5000176;CONEXION PARA MANGUERA CPL;Und;REPUESTOS FINISHING
5000911;PRINT HOLDER CPL. GM 02;Und;REPUESTOS FINISHING
5000229;ENCHUFE MACHO 1/8;Und;REPUESTOS FINISHING
5000500;PRE STRETCH UPPER COVER;Und;REPUESTOS FILM MIMA
5000231;ENGRANAJE;Und;REPUESTOS FILM MIMA
5000232;ENGRANAJE MOTOR;Und;REPUESTOS FILM MIMA
5001325;FILM LOCATING PLATE;Und;REPUESTOS FILM MIMA
3001510;JABON LIQUIDO PARA MANOS COCO x 60  ML (MSVC);Und;LINEA DESINFECTANTES
5000236;E-PROM CHIP;Und;REPUESTOS FILM MIMA
5000238;EQUIPO DESIONIZADOR BYCSA;Und;EQP LINEA GALVANICA
5000239;EQUIPO DOSIFICADOR CON CUENTA AMPERIOS;Und;EQP LINEA GALVANICA
5000240;EQUIPO DYNAMELT(EQ.PARA DEMOSTRACION);Und;EQUIPOS HOT MELT
5000242;EQUIPO GEMA OPTIFLEX 2-F DEMOSTRACION;Und;EQUIPOS FINISHING
5000244;EQUIPO VIBRO 5;Und;EQP LINEA GALVANICA
5000245;ESCOBILLAS BISON;Und;REPUESTOS FILM MIMA
5000487;PIN METALICO COMPUERTA;Und;REPUESTOS FILM MIMA
3000459;OPTIUM SAE 15W 40 SJ x 05 GAL;Und;LUBRICANTES FABRICAD
5000249;ESTIBADOR MANUAL XILIN TIPO EUROPALLET;Und;REPUESTOS FILM MIMA
5000250;ESTRANGULADOR D1.4;Und;REPUESTOS FINISHING
5000251;EYE BOLT M12 X 90, SS;Und;RPTO LINEA GALVANICA
5000252;EYE BOLT SET LARGE;Und;RPTO LINEA GALVANICA
5000255;FILTER BAG SIZE 2-50MU,PP/RVS/S;Und;RPTO LINEA GALVANICA
3000161;CINTA TRANSP.24x100 MTS;Und;CINTA COMERCIALIZADA
5001296;O-RING GASKET D08.10X1.60 NITRIL;Und;REPUESTOS FINISHING
5000257;FILTER BAG T180 D166-H285-50 MU,PP;Und;RPTO LINEA GALVANICA
5000922;SEAL,DUAL GPMP OUTLET;Und;REPUESTOS HOT MELT
5000259;FILTER CARTRIDGE;Und;REPUESTOS FINISHING
5001059;SOPORTE DE LA FICHA ELECTRONICA CPL GM0-INCOMPLETO;Und;REPUESTOS FINISHING
9000022;OTROS GASTOS;Und;OTROS INGRESOS
5000261;FILTER COVER 67006A BLUE EPDM/PP;Und;RPTO LINEA GALVANICA
5000262;"FILTER DISC 3.5""";Und;RPTO LINEA GALVANICA
3000342;MIRALLOY SAL POS;Und;METALES PRECIOSOS
3000901;DENSIMETRO 0 70 GRADO BAUME;Und;REACTIVOS
5000265;FILTRO 100 MESH CABEZA CHALLENGER;Und;REPUESTOS HOT MELT
5000266;FILTRO CABEZA;Und;REPUESTOS HOT MELT
3000130;BYCLENE A-11 x 60 KG;Und;ADITIVOS FABRICADOS
5000268;FILTRO CABEZA MOD PLUS;Und;REPUESTOS HOT MELT
5000269;FILTRO DE ENSAMBLE DE 200 M;Und;REPUESTOS HOT MELT
5000270;FILTRO PRENSA;Und;RPTO LINEA GALVANICA
3001318;LIMPIA JUNTAS x 01 LITRO;Und;LINEA DESINFECTANTES
5001267;O-RING,-028,VITON,75 DUR;Und;REPUESTOS HOT MELT
5000458;O-RING D219.50X3.00;Und;REPUESTOS FINISHING
3001561;BYC LAC SOLUBLE A x 20 KG;Und;ADITIVOS FABRICADOS
5000272;FLTR, ASY, DMM, ES;Und;REPUESTOS HOT MELT
5000273;"FLUIDIZADOR 1/8"" A";Und;REPUESTOS FINISHING
5000274;FOOT D50/H65 SUPPORT RAIL, PP;Und;RPTO LINEA GALVANICA
5000277;FTG CONN 4MM TUBE X 5M;Und;REPUESTOS HOT MELT
5000278;FUSIBLE 5X20 1.0A,FAST;Und;REPUESTOS HOT MELT
5000279;FUSIBLE 5X20, 6.3A VERY FAST;Und;REPUESTOS HOT MELT
5000281;GLAND 06002, CARBON;Und;RPTO LINEA GALVANICA
5000282;GLUE FILTER ERO;Und;REPUESTOS HOT MELT
5000285;GREASE ABSORB MATERIAL SF2 RE-USABLE;Und;RPTO LINEA GALVANICA
5000287;GSKT, AIR VALVE;Und;REPUESTOS HOT MELT
5000153;CHUMACERA;Und;REPUESTOS FILM MIMA
3001324;ELITE CAR TECHNOLOGY 10W40 SN EN 1/4 GAL;Und;LUBRICANTES GOODYEAR
3001060;BIOBAC MIT  x  20 KGS;Und;LINEA DE PAPEL
5001053;ADHESIVO HOT MELT RY66531R;Kg;ADHESIVOS
5000467;ORING HOT MELT;Und;REPUESTOS HOT MELT
5000481;OUTLET CAP 0310/0620-S,PP;Und;RPTO LINEA GALVANICA
5000483;PCB, MOTOR INTERFACE, V5;Und;REPUESTOS HOT MELT
5000291;GUIA PLASTICA;Und;REPUESTOS FILM MIMA
5000485;PIEZA-T DE AJUSTE D06;Und;REPUESTOS FINISHING
5000033;ANILLO METALICO DE TENSION;Und;REPUESTOS FILM MIMA
5000182;CUCHILLAS PARA CORTE DE STRETCH;Und;REPUESTOS FILM MIMA
5000924;SPINDLE SHAFT 400;Und;REPUESTOS FINISHING
3000902;FLORURO DE SODIO;GRS;REACTIVOS
5000194;DISCO DE FRENO REDUCTOR D25MM MAQ.WRAPM;Und;REPUESTOS FILM MIMA
5000292;HAND WHEEL BOMBA 2200;Und;RPTO LINEA GALVANICA
3001238;BRONCE BLANCO 81-A x 20 Kg;Und;ADITIVOS FABRICADOS
5000294;HINGE SUPPORT KIT;Und;REPUESTOS FILM MIMA
5000494;PLACA DE FRENTE CG09;Und;REPUESTOS FINISHING
5000495;PLACA FLUIDIFICADO HF;Und;REPUESTOS FINISHING
3000335;MIRALLOY 2800 INITIAL SOLUTION X 10KG;Und;METALES PRECIOSOS
5000296;HOSE, 06X10, 240 SP DCL;Und;REPUESTOS HOT MELT
5000297;HOT JET S 230V / 460W CH-PLUG;Und;REPUESTOS FINISHING
5000195;DISCO DE FRENO REDUCTOR D27MM MAQ.WRAPM;Und;REPUESTOS FILM MIMA
3001377;JABON LIQUIDO PARA MANOS AGUA FRESCA x 01 LITRO;Und;LINEA DESINFECTANTES
5000301;IMPELLER BOMBA 2200;Und;RPTO LINEA GALVANICA
5000302;IMPELLER MODELO 550 PP/CARBON BOMBA 250;Und;RPTO LINEA GALVANICA
5000303;IMPELLER NUT 826 PP;Und;RPTO LINEA GALVANICA
5000506;PRIMER CHAMBER 1040, PP;Und;RPTO LINEA GALVANICA
5000511;PUMP COVER BOMBA 0620;Und;RPTO LINEA GALVANICA
5000305;INSTRUMENTO DE MEDICION;Und;REPUESTOS FINISHING
5000306;INSTRUMENTO VERIFICADOR;Und;REPUESTOS FINISHING
5000307;INSUL ASSY TANK QUATTRO;Und;REPUESTOS HOT MELT
5000260;FILTER CARTRIDGE 20 UM;Und;REPUESTOS FINISHING
5000513;PUMP SHAFT 0600 EUR. PVDF;Und;RPTO LINEA GALVANICA
5000514;PUMP SHAFT 1.5 KW,PVDF;Und;RPTO LINEA GALVANICA
5000310;INTERRUPTOR REED;Und;REPUESTOS FINISHING
5000313;JUEGO DE ENGRANAJE MECANICO CARRO PORTA;Und;REPUESTOS FILM MIMA
5000601;SOPORTE DE ESPACIO;Und;REPUESTOS FINISHING
3000463;OPTIUM SAE 20W 50 SN x 01 GAL;Und;LUBRICANTES FABRICAD
3000694;ULTRA CAT LE x 20 KGS;Und;FOSFATOS FABRICADOS
5000317;JUNTA 6,O X 1.6 NIT;Und;REPUESTOS FINISHING
5000318;JUNTA 7,65 X 1,78;Und;REPUESTOS FINISHING
3000168;CLEANER BD x 20 KG;Und;ADITIVOS FABRICADOS
5000944;JUNTA PARA ESPACIO CASCADA;Und;REPUESTOS FINISHING
5000322;JUNTA D.5 X 1 NIT;Und;REPUESTOS FINISHING
5000323;JUNTA D12,00 X2,00 NIT;Und;REPUESTOS FINISHING
5000324;JUNTA DE FLUIDIFICACION;Mts;REPUESTOS FINISHING
5000326;JUNTA HF02-50;Und;REPUESTOS FINISHING
3000732;VICAFIL SP 466 x 20 KGS;Und;JABONES TREFILACION
5000531;REDUCER 20-1/2 NPT,PP;Und;RPTO LINEA GALVANICA
5000431;O-RING 08x1 MM;Und;REPUESTOS FINISHING
5000329;KIT ADAPTADOR BOMBA;Und;REPUESTOS HOT MELT
5000330;KIT ADAPTADOR MODULE;Und;REPUESTOS HOT MELT
5001372;O-RING, SCREW RETAINING - VITON RUBBER O-RING;Und;REPUESTOS HOT MELT
5000331;KIT ADAPTADOR PLATO;Und;REPUESTOS HOT MELT
5000538;RESISTENCIA TITANIO 2000W 220V 72 CMS;Und;RPTO LINEA GALVANICA
5000333;KIT FILTRO BSKT,100M;Und;REPUESTOS HOT MELT
5000334;KIT FILTRO FILTER BACKET 10;Und;REPUESTOS HOT MELT
5000335;KIT FILTRO HOT MELT;Und;REPUESTOS HOT MELT
3000712;UNIFIX 311 x 05 GAL;Und;ADITIVOS FABRICADOS
5001385;MISC EQUIPMENT EQC500E1FA1DE;Und;REPUESTOS HOT MELT
5000338;KIT RBL;Und;REPUESTOS HOT MELT
5000339;KIT SELLO DE AGUJA;Und;REPUESTOS HOT MELT
5001386;ENC/WHL/BRKT/MACH MT ENCODER/WHEEL/BRACKET;Und;REPUESTOS HOT MELT
5001331;INJECTOR BODY IG06;Und;REPUESTOS FINISHING
5000340;KIT, PSTN PMP, CH, NORDD3000;Und;REPUESTOS HOT MELT
5000341;KIT, PWR PCB REPLACE DDS;Und;REPUESTOS HOT MELT
5000551;RODILLO ALUMINIO TRANSICION;Und;REPUESTOS FILM MIMA
5000552;RODILLO PRE ESTIRADO;Und;REPUESTOS FILM MIMA
5000342;KIT, PWR PCB RPLCMNT,D;Und;REPUESTOS HOT MELT
5000770;EMPU�ADURA GM02;Und;REPUESTOS FINISHING
5000345;LOCKING NUT IN PVDF FOR OULET CUP;Und;RPTO LINEA GALVANICA
5000347;MAGNETIC PUMP MP-1/PP;Und;RPTO LINEA GALVANICA
5000348;MAGNETIC PUMP MP-6-B/PVDF;Und;EQP LINEA GALVANICA
5000349;MAGNETIC SPOOL FOR MODUL;Und;REPUESTOS HOT MELT
5000350;MANGUERA;Und;REPUESTOS HOT MELT
5000739;CONNECTION PIECE CPL GA01/GA02;Und;REPUESTOS FINISHING
5000561;SCR, SHC, 4-40X7/16,A286;Und;REPUESTOS HOT MELT
5000351;MANGUERA;Und;REPUESTOS HOT MELT
5000563;SCR, SHC, M6X1X20,STL,BLK;Und;REPUESTOS HOT MELT
5000352;MANGUERA 06X04 240 HD/A;Und;REPUESTOS HOT MELT
5000353;MANGUERA 08X55, 240,APPL;Und;REPUESTOS HOT MELT
3001071;BIOBAC MIT  x 200 KGS;Und;LINEA DE PAPEL
5000694;VALVULA REGULADORA;Und;REPUESTOS FINISHING
3001552;ROLLO MANUAL 15x12x200 BYCSA;Und;ROLLOS FABRICADOS
5000354;MANGUERA 8 PIES;Und;REPUESTOS HOT MELT
5000355;MANGUERA D 16,4/26,6;Mts;REPUESTOS FINISHING
5001037;SCREW - M03X006;Und;REPUESTOS FINISHING
5000358;MANGUERA DE POLVO D11/16 PVC;Mts;REPUESTOS FINISHING
5001185;FLTR,BSKT,40M,DM STAINLESS STEEL FILTER;Und;REPUESTOS HOT MELT
3000522;PURZINC x 05 GAL;Und;ADITIVOS FABRICADOS
3001395;LIMPIADOR DESINFECTANTE LIMON x 04 LITRO;Und;LINEA DESINFECTANTES
3000225;CUPRACID 210 MAKE-UP EUR x 04 KGS;Und;ADITIVOS COMERCIALIZ
3000696;ULTRA CAT x 020 KGS;Und;FOSFATOS FABRICADOS
5000008;ACOPLE RAPIDO;Und;REPUESTOS FINISHING
7000150;ENVASE GARRAFA 1 LITRO BLANCO;Und;ENVASES  Y EMPAQUES
5000362;MANGUERA POLVO 16/23 POE-78;Mts;REPUESTOS FINISHING
5000582;SERVICESET PMSP 1 BB 2500 O EJE CERAMIC;Und;RPTO LINEA GALVANICA
5000584;SET EXAMINACION PRESION;Und;REPUESTOS FINISHING
5000585;SET METALICO PG1 A;Und;REPUESTOS FINISHING
5000586;SET TRANSFORMACION;Und;REPUESTOS FINISHING
5000587;SHAFT 1040 WT-CERAMIC G;Und;RPTO LINEA GALVANICA
7000151;ENVASE ERGONOMICO CON GATILLO;Und;ENVASES  Y EMPAQUES
5000423;ORING 016x1.15 MM;Und;REPUESTOS FINISHING
5001055;ADHESIVO HOT MELT RY54110;Kg;ADHESIVOS
3001608;BIOCLEAN ULTRA x 10 KGS;Und;ADITIVOS FABRICADOS
3000334;METIL ORANGE x 250 C.C.;CC3;REACTIVOS
3000164;CINTA TRANSP.48x100 MTS ACRILICA;Und;CINTA COMERCIALIZADA
3000715;UNIFIX 5-40 L x 05 GAL;Und;ADITIVOS FABRICADOS
5000370;MANGUITO CONEXION TEFLON;Und;REPUESTOS FINISHING
5000785;SPACING DEFLECTOR ROD;Und;REPUESTOS FINISHING
5000215;DISPENSADOR MANUAL STRETCH PLASTICO;Und;REPUESTOS FILM MIMA
3000375;OPTIUM ANTIESPUMANTE x 3.5KG;Und;LUBRICANTES FABRICAD
3000440;OPTIUM HIDRAFLUID 68 x 05 GAL;Und;LUBRICANTES FABRICAD
5000371;MANGUITO DE CONEXION;Und;REPUESTOS FINISHING
3000465;OPTIUM SAE 20W 50 SN x CUARTO;Und;LUBRICANTES FABRICAD
5000373;MANIFOLD ASSY PUM AIR;Und;REPUESTOS HOT MELT
3000669;TADALSOL S-6 x 01 GAL;Und;LUBRICANTES FABRICAD
5000377;MAQ.MC ALBO APLICADOR STRETCH 2.7 MTS;Und;EQUIPOS FILM MIMA
3001606;ZUNCHO PP MULTIUSO 1/2 x 0,5 MM 2000 MT NEGRO;Und;CINTA COMERCIALIZADA
5001444;TANQUE DE RECUBRIMIENTO DE PLOMO;Und;EQP LINEA GALVANICA
5000214;DISPENSADOR MANUAL STRECH METALICO;Und;REPUESTOS FILM MIMA
3000466;OPTIUM SAE 2T NAUTICO x 1/4 GAL;Und;LUBRICANTES FABRICAD
3001401;LIMPIADOR DESINFECTANTE FLORAL x 04 LITRO;Und;LINEA DESINFECTANTES
3001392;LIMPIADOR DESINFECTANTE LAVANDA x 04 LITRO;Und;LINEA DESINFECTANTES
